Floor_Area,Floor_Number,ofPeople_service,ofPeople_living,ofPeople_bedroom,total_window_area,Cooling,Heating,Lighting
55.07,3.00,0.40,0.40,0.20,9.24,67.54,36.52,7.03
89.33,5.00,0.25,0.25,0.12,8.76,56.62,62.83,7.03
75.93,2.00,0.07,0.07,0.03,9.54,15.95,39.40,9.64
114.54,3.00,0.24,0.24,0.24,9.69,17.95,29.10,8.57
42.42,6.00,0.14,0.14,0.14,12.38,35.35,29.90,6.87
54.76,5.00,0.04,0.04,0.04,11.40,31.38,43.94,7.31
126.49,4.00,0.18,0.18,0.18,9.14,44.22,48.10,5.86
104.09,1.00,0.08,0.08,0.04,9.11,26.36,37.48,9.71
89.08,6.00,0.22,0.22,0.11,9.82,79.73,54.29,6.99
150.16,2.00,0.27,0.27,0.14,10.54,47.04,29.97,7.34
93.27,1.00,0.23,0.23,0.11,8.74,37.55,37.83,7.50
58.05,3.00,0.03,0.03,0.02,13.61,28.87,27.51,7.37
150.88,2.00,0.19,0.19,0.09,12.46,17.57,21.29,12.92
106.65,1.00,0.04,0.04,0.02,11.79,21.71,28.57,9.72
65.88,6.00,0.08,0.08,0.04,8.74,49.05,48.70,7.00
73.13,5.00,0.12,0.12,0.06,12.29,48.31,38.72,7.55
67.97,1.00,0.06,0.06,0.03,10.08,18.08,31.67,13.06
92.20,5.00,0.07,0.07,0.07,16.46,27.32,25.99,8.24
69.16,2.00,0.05,0.05,0.02,11.33,34.85,24.03,7.22
126.49,2.00,0.05,0.05,0.03,10.64,21.43,27.33,8.39
152.94,6.00,0.30,0.30,0.15,9.81,54.24,40.41,7.02
111.51,4.00,0.07,0.07,0.04,9.14,23.97,39.26,7.46
99.67,1.00,0.13,0.13,0.07,14.98,24.40,21.26,8.07
52.17,1.00,0.04,0.04,0.04,10.48,16.13,29.55,7.00
93.08,3.00,0.10,0.10,0.05,11.48,28.24,49.99,9.81
57.85,3.00,0.07,0.07,0.04,9.53,28.17,39.56,10.06
95.96,4.00,0.08,0.08,0.04,8.41,29.04,42.04,12.06
52.43,4.00,0.03,0.03,0.03,12.25,23.13,19.20,6.07
150.50,6.00,0.08,0.08,0.04,8.84,57.66,73.32,6.79
51.85,2.00,0.11,0.11,0.06,16.47,15.08,17.64,9.01
111.51,4.00,0.14,0.14,0.07,16.87,43.13,39.94,7.09
56.24,4.00,0.10,0.10,0.10,11.70,22.10,27.96,5.97
63.94,1.00,0.04,0.04,0.02,12.49,28.25,26.75,7.05
64.70,5.00,0.02,0.02,0.02,13.65,30.40,19.89,5.89
82.47,6.00,0.12,0.12,0.06,12.03,41.21,35.66,7.06
63.94,3.00,0.05,0.05,0.05,9.68,29.37,42.60,8.84
82.36,2.00,0.05,0.05,0.05,9.81,17.78,32.29,6.18
74.55,2.00,0.08,0.08,0.04,8.53,21.21,34.15,12.29
76.42,4.00,0.06,0.06,0.03,11.02,38.54,31.26,6.92
67.59,3.00,0.02,0.02,0.02,13.63,15.21,20.29,7.90
53.80,4.00,0.08,0.08,0.04,8.80,46.98,50.94,7.10
111.38,1.00,0.12,0.12,0.12,8.88,12.95,16.84,9.53
75.71,4.00,0.12,0.12,0.12,11.06,31.55,43.09,5.96
93.75,2.00,0.11,0.11,0.11,9.17,27.96,21.31,5.91
93.30,3.00,0.18,0.18,0.18,9.14,27.90,22.07,6.13
58.05,4.00,0.06,0.06,0.03,10.48,19.06,30.51,12.43
99.36,1.00,0.09,0.09,0.09,11.74,16.99,25.28,6.03
99.95,2.00,0.12,0.12,0.12,9.14,39.85,40.14,6.03
64.33,5.00,0.06,0.06,0.03,9.90,46.68,49.87,7.07
82.47,1.00,0.34,0.34,0.17,9.94,25.99,33.25,7.84
66.50,3.00,0.03,0.03,0.03,12.21,11.74,25.12,9.41
105.01,2.00,0.03,0.03,0.02,13.81,33.82,26.36,7.37
103.41,4.00,0.31,0.31,0.16,10.00,18.83,27.15,12.43
81.13,5.00,0.41,0.41,0.21,12.40,45.33,58.85,6.99
150.50,5.00,0.29,0.29,0.14,10.68,59.96,44.77,7.19
117.71,2.00,0.25,0.25,0.12,11.10,16.10,29.78,12.53
54.01,2.00,0.03,0.03,0.01,14.98,16.25,26.17,7.48
65.27,4.00,0.03,0.03,0.01,16.55,45.08,25.24,7.07
63.26,4.00,0.05,0.05,0.02,11.26,21.34,25.59,12.62
51.53,5.00,0.21,0.21,0.11,16.79,47.42,40.93,7.34
93.30,4.00,0.08,0.08,0.04,12.17,29.56,41.38,7.07
83.49,2.00,0.13,0.13,0.13,10.41,11.96,30.62,9.90
62.29,1.00,0.09,0.09,0.05,11.33,33.94,22.94,7.24
76.73,2.00,0.06,0.06,0.03,9.84,22.55,31.42,7.18
143.42,1.00,0.25,0.25,0.12,8.84,16.94,47.02,9.32
48.82,5.00,0.20,0.20,0.10,9.94,54.40,54.19,7.11
69.71,4.00,0.23,0.23,0.12,8.85,26.97,30.90,7.14
96.76,1.00,0.06,0.06,0.06,8.65,17.63,30.94,8.64
71.73,1.00,0.25,0.25,0.12,10.84,42.05,22.36,7.20
57.88,5.00,0.04,0.04,0.02,12.15,36.39,33.55,10.78
58.89,3.00,0.17,0.17,0.17,9.00,19.13,31.79,9.53
54.76,5.00,0.23,0.23,0.11,8.74,28.33,33.06,8.59
61.67,6.00,0.05,0.05,0.05,9.69,45.77,44.28,5.85
51.13,2.00,0.08,0.08,0.08,16.13,15.03,18.85,9.14
60.20,4.00,0.17,0.17,0.09,10.06,23.23,35.04,8.06
89.93,4.00,0.07,0.07,0.03,9.58,29.84,38.97,7.08
105.61,4.00,0.17,0.17,0.17,11.55,25.15,28.54,5.94
149.82,4.00,0.13,0.13,0.07,14.78,18.60,17.51,7.69
48.74,4.00,0.12,0.12,0.12,9.66,46.88,51.96,5.75
94.04,4.00,0.12,0.12,0.06,11.95,46.09,37.72,7.14
51.64,3.00,0.13,0.13,0.06,15.31,38.31,22.11,7.16
52.14,4.00,0.16,0.16,0.16,9.82,43.06,34.24,5.75
75.05,5.00,0.23,0.23,0.12,8.65,44.81,50.02,7.91
64.16,3.00,0.33,0.33,0.16,9.63,37.53,36.06,7.49
66.81,6.00,0.16,0.16,0.16,9.00,41.13,36.74,6.98
51.85,5.00,0.19,0.19,0.19,10.58,29.42,36.08,7.98
91.61,5.00,0.24,0.24,0.12,10.90,57.23,49.27,7.09
66.50,3.00,0.11,0.11,0.11,9.04,14.34,15.79,9.11
83.49,1.00,0.07,0.07,0.03,9.45,16.23,30.13,12.02
53.80,4.00,0.04,0.04,0.04,14.39,43.28,42.89,5.82
89.93,1.00,0.08,0.08,0.04,8.69,37.14,33.16,6.86
81.28,4.00,0.16,0.16,0.08,10.57,49.32,37.81,7.04
52.43,3.00,0.13,0.13,0.06,11.77,42.85,40.63,6.90
113.05,3.00,0.10,0.10,0.10,16.24,20.19,36.39,6.01
72.77,2.00,0.06,0.06,0.03,10.25,17.95,29.15,11.38
76.55,2.00,0.04,0.04,0.04,10.40,27.42,19.72,7.26
75.66,2.00,0.05,0.05,0.03,10.75,19.55,30.37,12.33
87.95,1.00,0.29,0.29,0.29,8.85,13.21,34.60,9.92
50.30,3.00,0.02,0.02,0.01,15.86,17.27,19.74,11.69
126.49,5.00,0.04,0.04,0.02,12.12,29.67,30.06,7.10
92.99,2.00,0.05,0.05,0.03,10.86,18.07,28.03,7.22
114.54,3.00,0.20,0.20,0.20,10.48,29.04,20.37,6.37
66.50,1.00,0.05,0.05,0.03,11.04,31.24,33.99,7.33
64.46,4.00,0.06,0.06,0.03,10.14,22.95,31.47,11.47
91.47,2.00,0.11,0.11,0.06,12.51,25.56,23.43,8.14
56.41,3.00,0.11,0.11,0.06,12.50,33.84,34.47,7.12
49.36,4.00,0.11,0.11,0.05,10.51,41.36,54.19,7.01
51.64,3.00,0.06,0.06,0.06,8.90,17.66,33.85,6.23
57.90,6.00,0.29,0.29,0.29,8.61,69.98,73.90,5.85
113.05,6.00,0.06,0.06,0.03,9.88,43.66,42.77,8.35
86.22,5.00,0.07,0.07,0.03,9.67,40.87,46.24,7.19
94.04,6.00,0.06,0.06,0.06,8.67,44.23,45.53,5.78
93.41,2.00,0.17,0.17,0.09,10.83,38.49,35.82,7.33
48.82,3.00,0.14,0.14,0.07,12.09,15.02,28.99,12.70
152.41,1.00,0.08,0.08,0.04,9.34,54.22,38.06,7.05
52.46,5.00,0.23,0.23,0.12,8.65,41.34,43.33,9.02
153.25,5.00,0.04,0.04,0.02,12.29,20.76,27.66,10.75
84.28,2.00,0.21,0.21,0.21,16.91,49.35,42.05,5.84
81.28,2.00,0.05,0.05,0.05,13.97,13.79,41.60,9.18
76.46,4.00,0.13,0.13,0.07,16.24,35.94,39.86,7.73
95.65,4.00,0.03,0.03,0.02,13.67,19.12,23.05,7.21
80.91,3.00,0.02,0.02,0.02,13.87,23.75,15.59,6.51
87.87,2.00,0.10,0.10,0.05,11.23,24.32,17.88,8.12
99.08,2.00,0.13,0.13,0.06,11.81,25.60,21.07,8.41
65.71,3.00,0.03,0.03,0.03,11.77,10.07,25.21,9.42
107.48,4.00,0.03,0.03,0.03,12.46,17.45,26.34,9.20
122.82,1.00,0.16,0.16,0.08,12.40,20.86,31.77,12.46
55.98,5.00,0.05,0.05,0.03,10.46,33.15,38.45,11.38
111.38,5.00,0.08,0.08,0.04,9.50,45.43,55.08,10.61
84.12,2.00,0.32,0.32,0.16,9.42,22.32,26.76,9.69
128.13,1.00,0.16,0.16,0.08,13.33,26.05,20.66,8.06
53.33,4.00,0.09,0.09,0.09,15.35,16.36,19.69,9.27
49.56,3.00,0.08,0.08,0.04,8.87,29.64,45.12,8.32
50.58,5.00,0.08,0.08,0.04,8.85,21.02,35.03,10.27
61.68,5.00,0.05,0.05,0.03,14.70,36.19,44.56,7.02
67.78,4.00,0.07,0.07,0.03,9.67,31.71,37.89,7.10
83.01,2.00,0.02,0.02,0.02,16.55,32.86,20.08,5.89
116.56,3.00,0.19,0.19,0.19,10.62,24.12,26.74,5.96
95.68,4.00,0.03,0.03,0.03,12.46,26.45,27.10,5.90
72.62,3.00,0.04,0.04,0.02,16.24,35.84,48.31,7.08
159.81,1.00,0.08,0.08,0.04,16.55,47.01,17.55,7.07
83.01,4.00,0.05,0.05,0.05,9.84,39.58,41.22,5.92
57.15,6.00,0.18,0.18,0.18,11.46,41.03,35.30,5.80
153.77,5.00,0.04,0.04,0.02,12.69,31.11,35.02,8.41
112.06,2.00,0.04,0.04,0.02,11.62,35.37,28.27,7.28
75.60,2.00,0.32,0.32,0.32,11.95,50.80,43.49,6.05
161.81,6.00,0.06,0.06,0.03,9.93,66.62,61.05,7.06
150.70,5.00,0.11,0.11,0.05,13.48,63.39,36.61,7.06
87.68,3.00,0.03,0.03,0.02,13.35,25.81,19.85,7.91
107.58,2.00,0.21,0.21,0.11,9.06,20.56,37.26,9.69
82.40,5.00,0.12,0.12,0.06,11.86,49.75,42.25,7.07
58.03,2.00,0.03,0.03,0.03,11.61,30.44,28.79,5.89
105.61,4.00,0.04,0.04,0.04,11.53,19.63,28.43,8.48
148.69,1.00,0.21,0.21,0.21,10.48,30.83,24.49,5.92
117.71,5.00,0.08,0.08,0.08,12.62,26.34,19.71,5.94
50.33,4.00,0.15,0.15,0.15,14.00,28.56,41.30,7.55
107.90,5.00,0.28,0.28,0.14,10.21,33.70,34.77,6.98
59.20,6.00,0.07,0.07,0.07,14.01,22.51,29.38,8.55
52.85,5.00,0.05,0.05,0.03,10.56,34.56,36.13,7.75
67.02,4.00,0.03,0.03,0.01,16.71,20.15,21.55,8.07
99.47,2.00,0.06,0.06,0.03,9.88,26.04,33.26,12.05
51.13,5.00,0.18,0.18,0.18,8.72,65.28,57.93,5.88
78.46,6.00,0.06,0.06,0.03,10.35,62.25,41.78,7.02
66.81,3.00,0.11,0.11,0.11,8.94,16.59,14.70,9.00
82.23,4.00,0.08,0.08,0.04,8.74,20.61,37.55,8.32
88.02,3.00,0.05,0.05,0.03,15.33,35.26,43.65,7.40
86.05,2.00,0.04,0.04,0.02,11.95,38.79,23.58,7.42
55.01,4.00,0.21,0.21,0.21,14.91,35.98,66.10,7.35
63.38,5.00,0.16,0.16,0.16,9.17,29.66,42.28,8.11
52.24,4.00,0.05,0.05,0.05,10.38,13.31,37.23,6.65
107.48,4.00,0.02,0.02,0.02,14.78,12.45,23.27,7.35
88.02,5.00,0.05,0.05,0.03,10.62,41.16,40.40,7.21
92.77,3.00,0.07,0.07,0.03,9.72,31.81,32.62,7.60
56.88,5.00,0.06,0.06,0.03,9.86,35.94,42.09,9.22
72.97,4.00,0.07,0.07,0.03,9.16,32.49,34.55,8.36
51.49,4.00,0.11,0.11,0.05,12.75,33.39,20.74,11.06
95.14,1.00,0.19,0.19,0.09,12.46,22.30,21.08,7.56
72.24,2.00,0.16,0.16,0.16,11.61,37.67,27.10,5.90
53.25,1.00,0.19,0.19,0.10,9.69,21.76,35.48,11.59
95.68,4.00,0.07,0.07,0.04,9.98,24.33,44.14,9.99
158.24,2.00,0.23,0.23,0.11,8.80,35.34,34.25,7.39
92.99,2.00,0.03,0.03,0.02,14.15,25.88,21.67,8.43
61.98,6.00,0.24,0.24,0.24,9.55,33.32,53.54,7.89
153.25,5.00,0.28,0.28,0.14,10.35,39.07,31.64,7.06
81.07,1.00,0.14,0.14,0.07,10.98,20.30,30.86,7.82
60.85,1.00,0.19,0.19,0.10,9.78,22.75,34.19,7.78
105.60,2.00,0.05,0.05,0.05,9.71,17.56,32.13,7.25
155.43,6.00,0.04,0.04,0.02,12.46,53.14,47.61,7.02
62.42,4.00,0.04,0.04,0.04,10.51,45.29,48.60,5.91
50.87,5.00,0.13,0.13,0.13,12.97,24.44,25.08,5.88
73.15,6.00,0.03,0.03,0.03,11.92,50.01,35.46,5.86
80.60,3.00,0.05,0.05,0.05,9.23,14.28,34.79,9.48
60.70,6.00,0.03,0.03,0.03,11.95,41.68,38.54,5.87
95.35,1.00,0.41,0.41,0.21,8.62,34.26,35.66,9.84
107.90,2.00,0.20,0.20,0.10,12.35,48.50,38.13,7.07
90.09,6.00,0.14,0.14,0.14,9.84,33.67,39.00,8.18
137.93,2.00,0.10,0.10,0.05,10.87,33.34,30.85,7.40
87.43,3.00,0.03,0.03,0.01,16.60,15.82,19.79,12.22
113.63,4.00,0.30,0.30,0.15,13.97,50.62,76.67,7.05
127.95,1.00,0.19,0.19,0.10,12.68,18.65,27.56,7.72
149.82,2.00,0.26,0.26,0.13,15.43,48.23,35.28,7.24
54.61,4.00,0.05,0.05,0.05,9.55,15.52,32.61,8.11
51.84,4.00,0.04,0.04,0.02,12.25,18.06,27.09,11.83
79.36,2.00,0.13,0.13,0.07,15.80,22.02,17.67,12.10
102.66,1.00,0.05,0.05,0.02,10.98,57.17,30.29,7.05
83.58,5.00,0.08,0.08,0.04,12.44,66.88,96.14,6.96
72.89,3.00,0.07,0.07,0.03,9.38,26.86,37.44,8.43
94.04,4.00,0.17,0.17,0.17,8.85,19.54,34.36,9.00
140.49,1.00,0.17,0.17,0.08,10.66,17.62,32.82,12.26
74.95,3.00,0.03,0.03,0.03,12.68,12.12,26.24,9.29
61.98,4.00,0.23,0.23,0.11,9.06,27.90,37.54,7.52
93.30,4.00,0.06,0.06,0.03,10.11,32.01,36.49,10.46
81.51,4.00,0.26,0.26,0.13,10.64,29.86,27.99,7.67
53.80,1.00,0.15,0.15,0.15,9.58,19.58,32.00,6.60
67.28,3.00,0.16,0.16,0.16,11.57,32.01,27.33,5.93
107.84,5.00,0.08,0.08,0.04,14.78,39.18,38.99,7.26
61.25,4.00,0.05,0.05,0.02,11.02,35.44,35.65,7.44
115.89,5.00,0.08,0.08,0.04,8.81,54.37,49.40,7.01
53.25,5.00,0.20,0.20,0.10,9.47,34.73,34.70,12.50
83.60,5.00,0.08,0.08,0.04,9.31,53.96,43.40,7.10
75.57,6.00,0.21,0.21,0.11,9.45,60.16,47.64,6.92
157.96,5.00,0.14,0.14,0.14,9.58,47.50,45.30,5.91
107.90,2.00,0.08,0.08,0.04,14.53,27.15,22.56,7.55
50.89,1.00,0.05,0.05,0.02,15.68,35.44,33.75,9.31
61.05,6.00,0.16,0.16,0.08,8.67,54.86,49.65,8.99
60.20,2.00,0.12,0.12,0.12,14.70,21.25,44.20,9.34
52.23,1.00,0.02,0.02,0.02,14.15,16.30,23.41,6.02
90.09,1.00,0.16,0.16,0.08,11.00,27.69,33.07,8.72
99.21,2.00,0.13,0.13,0.06,11.74,32.01,23.46,8.28
86.22,4.00,0.18,0.18,0.18,11.11,18.79,24.85,6.51
50.17,3.00,0.08,0.08,0.04,8.67,32.53,32.03,11.66
56.01,5.00,0.05,0.05,0.03,10.84,44.53,47.51,6.90
85.20,2.00,0.05,0.05,0.03,11.00,19.22,27.98,8.02
113.63,4.00,0.21,0.21,0.10,11.81,30.46,29.49,7.54
102.23,1.00,0.11,0.11,0.11,16.03,31.54,37.13,5.88
88.77,6.00,0.07,0.07,0.07,13.79,35.14,39.35,6.78
65.09,3.00,0.04,0.04,0.04,10.71,17.31,28.24,9.45
50.44,2.00,0.24,0.24,0.12,8.76,27.48,38.41,7.38
79.36,2.00,0.05,0.05,0.05,9.41,48.68,42.46,5.87
58.89,1.00,0.02,0.02,0.02,16.93,32.59,15.79,5.87
124.84,1.00,0.11,0.11,0.06,12.46,38.17,19.62,7.23
137.93,1.00,0.04,0.04,0.02,16.46,34.41,40.37,7.70
90.79,4.00,0.17,0.17,0.09,10.83,26.30,35.33,11.44
64.73,3.00,0.06,0.06,0.03,9.69,20.66,37.32,7.22
123.70,2.00,0.07,0.07,0.04,9.58,54.54,35.50,7.11
51.13,6.00,0.05,0.05,0.02,11.86,44.89,39.21,7.13
53.79,3.00,0.06,0.06,0.03,10.14,39.26,34.47,7.72
80.60,5.00,0.12,0.12,0.06,11.86,57.89,34.26,8.35
128.30,5.00,0.05,0.05,0.05,10.37,55.49,59.95,5.88
82.40,1.00,0.05,0.05,0.02,11.53,23.28,32.54,10.67
61.25,5.00,0.18,0.18,0.09,15.12,53.02,36.13,7.06
93.75,6.00,0.06,0.06,0.06,9.05,58.17,49.83,5.87
122.82,4.00,0.15,0.15,0.07,10.90,43.12,45.92,7.08
128.51,4.00,0.20,0.20,0.10,12.03,36.07,25.73,9.90
55.98,1.00,0.06,0.06,0.06,12.46,11.03,12.41,9.57
51.63,1.00,0.13,0.13,0.07,11.57,25.46,27.21,7.77
128.51,2.00,0.28,0.28,0.14,10.12,28.42,25.43,7.02
83.01,6.00,0.12,0.12,0.12,10.61,37.05,31.35,7.08
73.37,1.00,0.12,0.12,0.12,13.67,23.85,28.03,5.99
89.92,3.00,0.25,0.25,0.12,11.15,18.61,23.67,9.74
180.04,4.00,0.06,0.06,0.03,10.32,30.30,31.44,10.97
60.11,4.00,0.13,0.13,0.06,17.34,31.55,36.50,9.68
92.58,3.00,0.05,0.05,0.02,15.75,27.28,45.29,7.36
59.20,3.00,0.02,0.02,0.02,14.98,15.73,21.12,9.14
106.65,4.00,0.26,0.26,0.26,9.30,34.21,26.28,5.98
65.71,1.00,0.26,0.26,0.13,10.48,52.50,25.31,7.12
89.33,1.00,0.05,0.05,0.03,10.77,25.68,32.39,7.41
80.59,1.00,0.17,0.17,0.08,10.12,21.06,30.47,7.11
128.13,4.00,0.02,0.02,0.02,15.32,12.40,21.45,7.26
87.68,2.00,0.23,0.23,0.23,16.36,32.57,47.08,5.89
131.98,4.00,0.06,0.06,0.03,9.91,19.55,33.81,10.42
70.45,3.00,0.14,0.14,0.07,14.28,30.54,17.76,7.10
107.48,1.00,0.06,0.06,0.06,8.55,14.20,38.52,7.26
128.51,5.00,0.16,0.16,0.08,9.28,37.59,29.09,7.07
88.02,1.00,0.31,0.31,0.31,8.62,19.33,35.69,6.34
83.70,4.00,0.04,0.04,0.02,12.81,23.66,28.13,7.22
121.52,6.00,0.05,0.05,0.03,15.43,57.05,53.60,6.96
140.64,4.00,0.14,0.14,0.14,9.61,25.19,22.96,7.20
63.71,1.00,0.39,0.39,0.19,9.38,25.60,31.68,9.61
85.10,2.00,0.02,0.02,0.02,14.96,21.22,19.13,8.30
55.01,4.00,0.08,0.08,0.04,9.34,60.84,41.92,7.04
178.89,4.00,0.03,0.03,0.03,11.48,27.02,19.62,7.25
97.61,5.00,0.08,0.08,0.08,16.13,32.75,24.73,6.12
145.16,1.00,0.17,0.17,0.09,13.02,27.54,22.29,7.14
104.48,1.00,0.13,0.13,0.13,12.93,18.62,22.33,8.49
52.46,2.00,0.03,0.03,0.01,16.71,20.17,21.10,8.15
72.65,2.00,0.04,0.04,0.02,17.30,38.17,33.30,6.88
50.87,4.00,0.08,0.08,0.04,16.71,36.47,21.90,7.81
86.60,1.00,0.11,0.11,0.05,15.12,41.49,28.07,7.16
51.80,3.00,0.28,0.28,0.28,8.85,14.52,31.66,9.80
55.01,1.00,0.21,0.21,0.11,11.83,40.54,25.76,7.29
160.44,1.00,0.06,0.06,0.03,10.03,17.28,35.61,10.94
91.47,1.00,0.09,0.09,0.04,11.50,16.95,18.32,8.33
66.50,1.00,0.19,0.19,0.09,9.91,37.99,27.49,7.21
67.97,1.00,0.22,0.22,0.11,15.70,36.48,61.20,7.74
61.25,1.00,0.13,0.13,0.07,11.79,14.93,29.93,9.74
48.82,2.00,0.05,0.05,0.03,15.06,48.52,39.21,7.09
92.42,2.00,0.03,0.03,0.03,11.50,12.04,26.84,9.44
57.88,4.00,0.08,0.08,0.04,8.61,27.44,37.06,10.52
72.89,1.00,0.16,0.16,0.08,13.61,25.41,20.01,7.35
67.97,5.00,0.02,0.02,0.02,14.74,16.70,24.68,8.42
94.04,1.00,0.40,0.40,0.20,9.05,21.15,36.04,10.86
75.85,3.00,0.07,0.07,0.03,9.64,29.84,38.77,7.99
108.11,3.00,0.03,0.03,0.03,16.08,20.59,51.90,8.91
65.09,5.00,0.02,0.02,0.02,14.28,34.80,35.38,6.80
74.70,4.00,0.16,0.16,0.08,15.06,52.06,49.35,7.02
67.59,6.00,0.29,0.29,0.15,9.90,55.26,37.87,7.67
84.54,5.00,0.05,0.05,0.02,11.86,24.46,29.96,9.25
116.14,6.00,0.26,0.26,0.13,10.98,64.85,56.84,6.87
75.85,5.00,0.16,0.16,0.16,11.74,15.50,25.31,9.49
83.27,5.00,0.05,0.05,0.03,10.58,50.94,36.22,7.02
77.71,4.00,0.28,0.28,0.14,13.21,38.00,62.22,7.48
64.70,5.00,0.12,0.12,0.12,13.68,29.78,32.79,8.74
73.13,4.00,0.23,0.23,0.12,13.66,70.77,58.14,6.82
56.57,1.00,0.26,0.26,0.13,10.51,44.95,29.48,7.20
50.17,4.00,0.22,0.22,0.22,10.11,15.17,27.92,8.11
77.14,2.00,0.20,0.20,0.20,11.04,17.61,30.29,7.52
129.87,5.00,0.08,0.08,0.04,12.46,19.51,19.99,7.53
41.44,2.00,0.12,0.12,0.06,10.32,21.65,22.12,8.81
108.11,4.00,0.12,0.12,0.12,10.36,20.01,27.90,8.73
58.18,4.00,0.14,0.14,0.07,11.11,36.31,31.55,7.50
61.25,2.00,0.04,0.04,0.04,15.77,16.56,40.04,6.93
152.41,1.00,0.22,0.22,0.11,8.90,19.99,36.50,8.33
71.42,5.00,0.06,0.06,0.03,9.70,41.94,55.42,6.93
153.77,5.00,0.14,0.14,0.07,10.98,41.87,40.16,7.15
57.98,2.00,0.07,0.07,0.07,11.26,19.40,14.47,5.95
51.49,4.00,0.04,0.04,0.02,12.35,33.30,27.00,6.91
83.92,5.00,0.06,0.06,0.03,9.81,25.45,35.43,8.48
65.80,2.00,0.06,0.06,0.06,8.73,21.65,33.36,7.19
79.36,2.00,0.26,0.26,0.13,15.77,39.69,42.13,6.94
91.61,2.00,0.08,0.08,0.04,9.05,31.19,39.77,7.11
83.92,5.00,0.33,0.33,0.17,9.47,37.69,40.51,7.13
52.23,3.00,0.13,0.13,0.07,11.57,26.10,24.42,7.28
111.51,3.00,0.06,0.06,0.06,12.11,26.49,53.40,8.90
96.92,4.00,0.06,0.06,0.03,9.75,22.87,29.65,10.09
150.50,5.00,0.23,0.23,0.11,9.04,59.46,41.82,9.55
85.84,2.00,0.15,0.15,0.07,11.28,18.66,29.49,12.37
131.37,4.00,0.08,0.08,0.04,8.65,24.38,40.51,11.85
51.53,3.00,0.05,0.05,0.05,9.88,13.03,30.57,9.12
56.60,6.00,0.28,0.28,0.14,11.31,74.82,117.38,6.81
150.88,2.00,0.02,0.02,0.02,14.39,24.74,23.58,5.91
48.40,3.00,0.26,0.26,0.13,10.48,48.30,37.47,6.98
149.82,5.00,0.04,0.04,0.02,12.75,31.78,22.61,7.02
111.51,5.00,0.05,0.05,0.05,9.55,26.87,32.13,5.90
64.80,1.00,0.03,0.03,0.02,13.72,12.28,28.85,10.46
50.40,4.00,0.06,0.06,0.03,9.93,31.24,37.79,8.48
69.99,2.00,0.11,0.11,0.06,12.49,14.52,22.76,12.44
85.84,2.00,0.08,0.08,0.08,12.99,11.86,24.13,9.86
59.77,3.00,0.03,0.03,0.03,11.50,13.67,25.95,9.20
79.85,2.00,0.05,0.05,0.02,15.75,29.59,38.03,7.21
97.49,4.00,0.05,0.05,0.05,10.26,15.90,33.45,9.65
52.56,4.00,0.04,0.04,0.02,12.66,18.10,25.84,10.95
50.87,2.00,0.23,0.23,0.12,11.18,28.16,28.21,7.59
90.50,2.00,0.19,0.19,0.19,15.16,40.33,34.64,5.86
58.18,4.00,0.03,0.03,0.01,14.64,35.59,27.77,7.02
72.02,1.00,0.03,0.03,0.03,12.12,17.25,26.13,6.07
123.16,1.00,0.10,0.10,0.05,10.57,34.37,20.90,7.39
81.07,6.00,0.03,0.03,0.03,11.35,38.76,41.86,6.54
72.21,2.00,0.33,0.33,0.16,9.47,21.89,35.78,7.70
57.88,6.00,0.04,0.04,0.02,12.75,51.86,41.98,7.10
44.29,1.00,0.41,0.41,0.20,8.48,24.76,29.14,11.46
52.24,3.00,0.18,0.18,0.09,12.75,35.01,25.42,7.11
63.13,3.00,0.25,0.25,0.13,10.75,33.92,27.32,7.94
88.31,5.00,0.05,0.05,0.03,10.79,50.61,46.60,7.13
75.76,4.00,0.16,0.16,0.08,10.75,34.29,35.22,7.32
89.04,1.00,0.04,0.04,0.04,10.24,24.26,21.18,7.46
85.84,6.00,0.15,0.15,0.07,11.39,55.97,48.39,7.03
50.99,2.00,0.04,0.04,0.04,11.24,17.90,24.80,7.67
95.68,2.00,0.21,0.21,0.10,9.16,48.99,43.06,7.02
155.43,5.00,0.12,0.12,0.12,10.48,37.70,56.17,7.82
93.08,1.00,0.23,0.23,0.23,9.88,33.72,21.81,6.04
50.95,1.00,0.03,0.03,0.03,15.89,11.77,39.08,9.95
128.13,4.00,0.22,0.22,0.11,11.57,28.39,18.89,12.28
125.41,1.00,0.05,0.05,0.02,11.62,17.50,28.33,7.91
133.26,4.00,0.14,0.14,0.07,11.33,14.03,26.11,11.57
66.62,6.00,0.03,0.03,0.01,15.18,38.23,27.50,8.34
106.55,2.00,0.07,0.07,0.04,8.98,27.47,33.70,7.07
92.42,1.00,0.04,0.04,0.02,12.17,31.70,27.86,7.06
83.60,2.00,0.05,0.05,0.02,16.93,26.56,38.97,8.34
172.66,5.00,0.18,0.18,0.18,8.76,21.76,41.59,8.28
88.02,5.00,0.18,0.18,0.09,14.07,42.19,37.51,7.00
76.53,1.00,0.09,0.09,0.09,11.97,11.44,23.90,9.55
61.05,3.00,0.05,0.05,0.03,10.79,30.21,43.45,7.11
81.51,5.00,0.04,0.04,0.02,13.05,43.28,33.05,9.98
60.85,1.00,0.02,0.02,0.01,16.93,32.23,17.62,7.31
150.70,6.00,0.07,0.07,0.03,9.30,38.46,44.49,6.87
52.46,5.00,0.05,0.05,0.05,9.40,49.54,47.65,5.90
